Store,Name,Store Status,Address,City,State,Zip Code,Store Address,Report Date
6240,Raceway 80 / Newton,A,4300 South 22nd Avenue East,Newton,IA,50208,POINT (-93.000617 41.679627),02/01/2022
4501,Kum & Go #134 / Fairfield,A,1601 W Burlington Ave,Fairfield,IA,52556,POINT (-91.981752 41.006447),02/01/2022
6184,BP to Go - 1581 / Cedar Rapids,A,1581 1st Avenue,Cedar Rapids,IA,52402,POINT (-91.649817 41.98950200000001),02/01/2022
5204,Quik Stop  /  Burlington,A,1812 Osborn St,Burlington,IA,52601,POINT (-91.112658 40.826163),02/01/2022
3871,Target Store T-0069 / Wdm,A,1800  35th St,West Des Moines,IA,50266,POINT (-93.752002 41.599303),02/01/2022
5335,Expo Liquor,A,1810 State Street,Bettendorf,IA,52722,POINT (-90.506775 41.525308),02/01/2022
5950,Casey's General Store #3898 / Anamosa,A,23485 County Road E34,Anamosa,IA,52205,POINT (-91.334161 42.072744),02/01/2022
2582,Hy-Vee #2 Food Store / Mason City,A,551 S Illinois Ave,Mason City,IA,50401,POINT (-93.17114 43.14623),02/01/2022
5161,Ameristar Casino Council Bluffs Gift,I,"2200, River Road, Gift Shop",Council Bluffs,IA,51501,POINT (-95.909823 41.242018),02/01/2022
2637,Hy-Vee #5 / Davenport,A,2351 W Locust,Davenport,IA,52804,POINT (-90.612406 41.538204),02/01/2022
4362,Kum & Go #135 / Polk City,A,303 W Broadway St,Polk City,IA,50226,POINT (-93.71443100000002 41.772214),02/01/2022
5814,Eichman Enterprises Inc / Sageville,A,11941 Hwy 52 N,SAGEVILLE,IA,52002,,02/01/2022
4752,Gasland / Burlington,A,1003 Summer St,Burlington,IA,52655,POINT (-91.11479 40.797114),02/01/2022
6055,Casey's General Store #1428 / Milo,A,426 N 2nd St,Milo,IA,50166,POINT (-93.439586 41.291083),02/01/2022
3896,Smokin' Joe's #18 Tobacco and Liquor Outlet,A,1901 Broadway St,Iowa City,IA,52240,POINT (-91.520308 41.641383),02/01/2022
5155,New Star  /  Ansborough Ave,A,"1459, Ansborough Ave",Waterloo,IA,50701,POINT (-92.376863 42.493091),02/01/2022
4742,No Frills Supermarkets #786 / Council Bluffs,I,"1817, W Broadway",Council Bluffs,IA,51501,POINT (-95.870993 41.261863),02/01/2022
6099,Brew Oil #29 / Emmetsburg,A,2401 Main St,Emmetsburg,IA,50536,POINT (-94.681939 43.111913),02/01/2022
5242,Kum & Go #3502 / Iowa City,A,2303 Muscatine Ave,Iowa City,IA,52240,POINT (-91.50163 41.649545),02/01/2022
2616,Hy-Vee Food and Drug / Clinton,A,901 South 4th St,Clinton,IA,52732,POINT (-90.193209 41.836918000000004),02/01/2022
5916,Another Round / DeWitt,A,622 S 6th Ave,DeWitt,IA,52742,POINT (-90.539056 41.80989),02/01/2022
3390,Okoboji Avenue Liquor,A,1610 Okoboji Avenue,Milford,IA,51351,POINT (-95.149955 43.331525),02/01/2022
5213,Garner One Stop,A,"2506, 280th  St",Montrose,IA,52639,POINT (-91.42994500000002 40.552207),02/01/2022
5755,Casey's General Store #0007 / Ottumwa,A,1001 E Main St,Ottumwa,IA,52501,POINT (-92.401498 41.010627),02/01/2022
3942,Twin Town Liquor,A,104 Highway 30 West,Toledo,IA,52342,POINT (-92.579446 41.985985),02/01/2022
4998,Lake City Food Center,A,820 E Main St,Lake City,IA,51449,POINT (-94.724867 42.267363),02/01/2022
0002,PERNOD RICARD USA,I,PO BOX 405746,ATLANTA,GA,30384,,02/01/2022
5410,Umiya Foodmart Inc,A,318 E North St.,Truro,IA,50257,POINT (-93.843364 41.209914),02/01/2022
4880,Casey's General Store #1567 / Anita,A,912 Main St,Anita,IA,50020,POINT (-94.767857 41.443579),02/01/2022
5508,Express Mart,I,229 N 13th St,Marshalltown,IA,50158,POINT (-92.934741 42.052277),02/01/2022
5047,The Fresh Market,I,180 COLLINS RD NE,Cedar Rapids,IA,52402,POINT (-91.628075 42.028604),02/01/2022
3525,Wines and Spirits / Washington,A,106 W 2nd St,Washington,IA,52353,POINT (-91.692213 41.300399),02/01/2022
4588,Sam's Mini Mart / Sioux City,A,923 W 7TH ST,Sioux City,IA,51103,POINT (-96.419074 42.503494),02/01/2022
6205,Mega Saver / Council Bluffs,A,3607 9th Avenue,Council Bluffs,IA,51501,POINT (-95.905062 41.253699),02/01/2022
5967,Casey's General Store #1728 / Red Oak,A,1310 N. Broadway St,Red Oak,IA,51566,POINT (-95.23272 41.016443),02/01/2022
5330,Quillins Quality Foods Postville,I,124 West Tilden St.,Postville,IA,52162,POINT (-91.56914800000001 43.084552),02/01/2022
4130,"Boyd Grocery, Inc.",A,20611 Hwy 1 N,Keosauqua,IA,52565,POINT (-91.958017 40.746003),02/01/2022
4154,Fareway Stores #055 / Hiawatha,A,885 Miller Rd,Hiawatha,IA,52233,POINT (-91.70226 42.045667),02/01/2022
3679,FRANKLIN STREET FLORAL & GIFT,A,103 Franklin St,Monona,IA,52159,POINT (-91.390767 43.055133),02/01/2022
2561,Hy-Vee Food Store / Fleur / DSM,A,4605 Fleur Drive,Des Moines,IA,50321,POINT (-93.64494300000001 41.542748),02/01/2022
6018,Casey's General Store - #2532,A,1807 Edgington Ave,Eldora,IA,50627,POINT (-93.10607700000001 42.360624),02/01/2022
5507,Quik Trip #559 / Fleur,A,4021 Fleur Dr,Des Moines,IA,50321,POINT (-93.64489800000001 41.54811),02/01/2022
2717,Hy-Vee Gas #5018 / Ames,A,636 Lincoln Way,Ames,IA,50010,POINT (-93.619129 42.02285),02/01/2022
5787,Casey's General Store #2699 / Essex,A,1482 State Hwy 48,Essex,IA,51638,POINT (-95.309361 40.832502),02/01/2022
5374,Iowa Liquor & Tobacco,A,1021 East Main Street,Ottumwa,IA,52501,POINT (-92.400693 41.010401),02/01/2022
5673,Casey's General Store #2821 / Gladbrook,A,201 8th St,Gladbrook,IA,50635,POINT (-92.718164 42.181324),02/01/2022
3666,Target Store T-1771 / Cedar Rapids,A,3400 Edgewood Rd SW,Cedar Rapids,IA,52404,POINT (-91.716096 41.943871),02/01/2022
5462,7Star Liquor & Tobacco Outlet,A,502 E Ave NW,Cedar Rapids,IA,52405,POINT (-91.680323 41.977958),02/01/2022
4844,Iowa City Fast Break,A,"2580, Naples Ave",Iowa City,IA,52240,POINT (-91.570945 41.633288),02/01/2022
5415,Prime Mart 7 / Waterloo,A,1309 Lafayette St,Waterloo,IA,50703,POINT (-92.3272 42.494092),02/01/2022
5823,Casey's General Store #2431 / Sioux Center,A,8 7th St NE,Sioux Center,IA,51250,POINT (-96.175411 43.084309000000005),02/01/2022
3632,Wal-Mart 2004 / Dubuque,A,4200 Dodge St,Dubuque,IA,52003,POINT (-90.73647 42.489179),02/01/2022
5004,Ida Grove Food Pride,A,200 Susan Lawrence Dr,Ida Grove,IA,51445,,02/01/2022
2954,Dahl's / Ingersoll,I,3425 Ingersoll,Des Moines,IA,50300,POINT (-93.663331 41.586313),02/01/2022
4000,Foodland Super Markets / Woodbine,A,62 5th St,Woodbine,IA,51579,POINT (-95.70282 41.737038),02/01/2022
2152,Dugans Supermarket,I,202 4th North,Rockwell,IA,50469,POINT (-93.188172 42.986351000000006),02/01/2022
4669,Vom Fass / Des Moines,I,"833, 42nd St",Des Moines,IA,50312,POINT (-93.674384 41.59343100000001),02/01/2022
3420,Sam's Club 6344 / Windsor Heights,A,1101  73rd St,Windsor Heights,IA,50311,POINT (-93.718207 41.598864),02/01/2022
2544,Hy-Vee Food Store / Marshalltown,A,802 South Center,Marshalltown,IA,50158,POINT (-92.91273 42.038963),02/01/2022
3833,Wal-Mart 3394 / Atlantic,A,1905 East 7th St,Atlantic,IA,50022,POINT (-94.986241 41.403855),02/01/2022
2618,Hy-Vee Drugstore #6 / Cedar Rapids,A,505 Boyson Rd NE,Cedar Rapids,IA,52402,POINT (-91.639132 42.04671),02/01/2022
4135,Fareway Stores #925 / Altoona,A,620 SE 8th St,Altoona,IA,50009,POINT (-93.457935 41.644082000000004),02/01/2022
4695,Walgreens #09791 / Altoona,A,101 8th St SE,Altoona,IA,50009,POINT (-93.464184 41.644039),02/01/2022
3968,Monroe Liquor,I,105 W Sherman Po Bx 1023,Monroe,IA,50170,,02/01/2022
6017,Casey's General Store #2458 / Mason City,A,1361 12th St NW,Mason City,IA,50401,POINT (-93.221432 43.162838),02/01/2022
4382,Kum & Go #8 / 8th St / WDM,A,1293 8th Ave,West Des Moines,IA,50265,POINT (-93.71325 41.590709),02/01/2022
9035,Okoboji Wines,I,2302 165th St.,Spirit Lake,IA,51360,POINT (-95.131465 43.407626),02/01/2022
3549,Quicker Liquor Store,A,1414 48th St,Fort Madison,IA,52627,POINT (-91.373208 40.6243),02/01/2022
4156,Fareway Stores #412 / Oelwein,A,102  2nd Ave SE,Oelwein,IA,50662,POINT (-91.910502 42.677024),02/01/2022
5502,Casey's General Store #3566 / Pella,A,509 Main St,Pella,IA,50219,POINT (-92.91652 41.403485),02/01/2022
5247,Rockwell Area Market,I,202 4th  ST  N,Rockwell,IA,50469,POINT (-93.188172 42.986351000000006),02/01/2022
4364,Kum & Go #22 / Grinnell,A,715 Lang Creek Ave,Grinnell,IA,50112,POINT (-92.726361 41.699795),02/01/2022
4176,Todds On The Go,I,235 Edgewood Rd NE,Cedar Rapids,IA,52405,,02/01/2022
4520,Casey's General Store #2842 / Huxley,A,902 N Hwy 69,Huxley,IA,50124,POINT (-93.607648 41.901604),02/01/2022
4675,Kum & Go #1113 / Ames,A,2801 E 13th St,Ames,IA,50010,POINT (-93.575599 42.034564),02/01/2022
2575,Hy-Vee Food Store #1 / Waterloo,A,2834 Ansborough Ave,Waterloo,IA,50702,POINT (-92.37662400000002 42.471767),02/01/2022
5114,Casey's General Store #2612 / Missou,A,"106, E  Erie St",Missouri Valley,IA,51555,POINT (-95.894278 41.55643100000001),02/01/2022
2712,Hy-Vee / Decorah,A,915 Short St #107,Decorah,IA,52101,POINT (-91.79777100000001 43.291023),02/01/2022
4996,Kwik Stop 16th St #300,I,1215 E 16th St,Dubuque,IA,52001,POINT (-90.655987 42.511695),02/01/2022
6177,Hy-Vee C-Store #1 / Dubuque,A,3270 Dodge St,Dubuque,IA,52003,POINT (-90.713175 42.492235),02/01/2022
5977,Casey's General Store #2305 / Belmond,A,303 River Ave S,Belmond,IA,50421,POINT (-93.616852 42.84381100000001),02/01/2022
4938,Pronto Market,A,201 S Main St,Hazleton,IA,50641,POINT (-91.905521 42.615512),02/01/2022
4485,DYNO'S 51 / SANBORN,I,101 W 7th St,Sanborn,IA,51248,POINT (-95.656064 43.186035000000004),02/01/2022
5931,Thriftway / La Porte City,A,304 4th St,La Porte City,IA,50651,POINT (-92.190524 42.316113),02/01/2022
4539,Casey's General Store #40 / Scranton,A,900 Locust St,Scranton,IA,51462,POINT (-94.551577 42.02248),02/01/2022
5148,Main St Market  /  Holy Cross,A,"882, Main St",Holy Cross,IA,52053,POINT (-90.995944 42.600961),02/01/2022
3838,Schnucks / Bettendorf,I,858 Middle Rd,Bettendorf,IA,52722,POINT (-90.520237 41.539248),02/01/2022
5859,Liquor Tobacco & Grocery - Mason City,A,18 North Monroe Avenue,Mason City,IA,50401,POINT (-93.208614 43.152301),02/01/2022
5279,Casey's General Store # 2560/ Ames,A,3020 Duff Ave,Ames,IA,50010,POINT (-93.618112 42.051189),02/01/2022
5726,Ehlinger's Vinton Express,A,310 K Avenue South,Vinton,IA,52349,POINT (-92.037532 42.168297),02/01/2022
5519,Casey's General Store #3648 / Akron,A,80 South St,Akron,IA,51001,POINT (-96.563106 42.823106),02/01/2022
5906,Polk City Liquor,I,201 N 3rd St  STE A and B,Polk City,IA,50226,,02/01/2022
5594,Depot Norway,A,117 E Railroad St,Norway,IA,52318,POINT (-91.919915 41.902804),02/01/2022
2841,CVS Pharmacy #8532 / Cedar Rapids,A,2711 Mt Vernon Rd,Cedar Rapids,IA,52403,POINT (-91.62746800000001 41.976883),02/01/2022
3808,Thriftway,I,304  4th St,La Porte City,IA,50651,POINT (-92.190524 42.316113),02/01/2022
5119,Corwith Farm Service,I,205 NW Elm St,Corwith,IA,50430,POINT (-93.957603 42.992918),02/01/2022
4161,Fareway Stores #950 / Iowa City,A,2530 Westwinds Dr,Iowa City,IA,52246,POINT (-91.575682 41.650827),02/01/2022
6045,Kum & Go #3156 / Clive,A,15590 Hickman Rd,Clive,IA,50325,POINT (-93.833455 41.614719),02/01/2022
6109,Moes Mart #11 / Sioux Center,A,402 N Main Ave,Sioux Center,IA,51250,POINT (-96.175585 43.08113),02/01/2022
6120,Cresco Mart,A,202 2nd Ave SW,Cresco,IA,52136,POINT (-92.118817 43.371153),02/01/2022
2599,Hy-Vee Wine and Spirits / Coralville,I,1914 8th Street,Coralville,IA,52241,POINT (-91.59072200000001 41.682015),02/01/2022
5896,Casey's General Store #1126 / Wyoming,A,204 E Main St,Wyoming,IA,52362,POINT (-91.003756 42.058865),02/01/2022
4836,Kum & Go #52 / Iowa City,A,25 W Burlington St,Iowa City,IA,52240,POINT (-91.537237 41.657904),02/01/2022
5547,Casey's General Store #3024 / Mediapolis,A,208 Wapello St,Mediapolis,IA,52637,POINT (-91.170014 41.006794),02/01/2022
9916,G & G Distributors,I,,Des Moines,IA,50312,POINT (-93.674747 41.585489),02/01/2022
5579,White Oak Station #83 / Casey,I,501 McPherson St,Casey,IA,50048,POINT (-94.51928 41.505247),02/01/2022
4430,Kum & Go #87 / Fort Dodge,I,1601 FIFTH AVENUE S,Fort Dodge,IA,50501,POINT (-94.175805 42.501112),02/01/2022
5679,goPuff / Ames,I,615 S Dayton Ave,Ames,IA,50010,POINT (-93.581304 42.016124),02/01/2022
6195,DT Liquor LLC / DeWitt,A,301 11th Street,DeWitt,IA,52742,POINT (-90.534769 41.826248),02/01/2022
5873,West D Liquors,A,5014 EP True Pkwy,West Des Moines,IA,50265,POINT (-93.772906 41.572094),02/01/2022
5812,Casey's General Store #2487 / Spirit Lake,A,1304 18th St,Spirit Lake,IA,51360,POINT (-95.109255 43.422638),02/01/2022
5447,New Star / Raymond,A,101 Comerical Street,Raymond,IA,50667,,02/01/2022
4805,Liquor Tobacco & Grocery / Fort Dodge,I,902 1st Ave N,Fort Dodge,IA,50501,POINT (-94.186138 42.506332),02/01/2022
5541,Casey's General Store #2550 / Osceola,A,1706 Jeffreys Dr,Osceola,IA,50213,POINT (-93.788665 41.027507),02/01/2022
4525,Casey's General Store #2425 / Akron,I,600 Highway 12 South,Akron,IA,51001,POINT (-96.563816 42.82362500000001),02/01/2022
4820,Lil' Chubs Corner Stop,I,712 S Oak St,Inwood,IA,51240,POINT (-96.430827 43.30226),02/01/2022
4950,Kum & Go #514 / Cedar Rapids,A,1420 Mt Vernon Rd,Cedar Rapids,IA,52403,POINT (-91.651424 41.97769),02/01/2022
5080,C's Liquor Store,A,719 2nd Ave W,Spencer,IA,51301,POINT (-95.147741 43.14521),02/01/2022
6259,Hy-Vee #3 Gas / Iowa City,A,1103 North Dodge Street,Iowa City,IA,52245,POINT (-91.520495 41.675552),02/01/2022
3728,Brewski's Beverage,A,726 Creek Top,Council Bluffs,IA,51503,POINT (-95.85482900000001 41.262317),02/01/2022
6077,G Corner / Cedar Falls,A,2125 College St STE D1,Cedar Falls,IA,50613,POINT (-92.455801 42.518006),02/01/2022
6223,Prime Mart / Waterloo,A,508 Broadway Street,Waterloo,IA,50703,POINT (-92.345104 42.510573),02/01/2022
5197,Kum & Go #201 / Coralville,A,822 1st  Ave,Coralville,IA,52241,POINT (-91.565761 41.68129),02/01/2022
5711,Casey's General Store #2864/Evansdale,A,1038 River Forest Road,Evansdale,IA,50707,POINT (-92.297763 42.463655),02/01/2022
5534,Casey's General Store #3674 / Sioux City,A,4727 Southern Hills Dr,Sioux City,IA,51106,POINT (-96.345482 42.440402),02/01/2022
4658,Casey's General Store #3027 / Iowa Falls,A,904 Washington Ave,Iowa Falls,IA,50126,POINT (-93.26836500000002 42.519634),02/01/2022
4710,Walgreens #09708 / Dubuque,A,55 John F Kennedy Rd,Dubuque,IA,52002,POINT (-90.71557 42.493304),02/01/2022
5022,Kum & Go #97 / West Des Moines,I,196 S 50th St,West Des Moines,IA,50265,POINT (-93.770919 41.570481),02/01/2022
4640,Mart Stop #1 / Davenport,A,3527 Spring St,Davenport,IA,52807,POINT (-90.547751 41.5563),02/01/2022
4466,THE PUMPER,A,515 W Water St,Fayette,IA,52142,POINT (-91.80894 42.844438),02/01/2022
4864,CLINTON LIQUOR & CONVENIENCE STORE,I,1641 S Bluff Blvd,Clinton,IA,52733,POINT (-90.22458 41.833524),02/01/2022
6244,Kwik Star #1146 / Cedar Rapids,A,4201 16th Avenue Southwest,Cedar Rapids,IA,52404,POINT (-91.727174 41.96368),02/01/2022
4555,Casey's General Store #2614 / Donnellson,A,201 Madison Ave,Donnellson,IA,52625,POINT (-91.560017 40.639013),02/01/2022
5153,Oak Street Station LLC,A,2403 Us Hwy 18,Inwood,IA,51240,,02/01/2022
6062,Karls Grocery / Edgewood,A,101 W Madison,Edgewood,IA,52042,POINT (-91.401487 42.645390000000006),02/01/2022
4778,Casey's General Store #3030 / Storm Lake,I,825 Fundt Dr,Storm Lake,IA,50588,POINT (-95.190566 42.646522),02/01/2022
4505,Casey's General Store #2816 / Johnston,A,6417 Northglen Dr,Johnston,IA,50131,POINT (-93.706057 41.688076),02/01/2022
4800,Walgreens #07968 / Des Moines,A,6200 SE 14th St,Des Moines,IA,50320,POINT (-93.596871 41.528203),02/01/2022
4705,Walgreens #05977 / Coralville,A,102 Second St,Coralville,IA,52241,POINT (-91.56663800000001 41.669365),02/01/2022
5328,Cornerstone Apothecary,A,122 Main St,Van Horne,IA,52346,POINT (-92.091146 42.008325),02/01/2022
5165,Kari Out Wine & Spirits LLC,I,"107, N  Mill St",Lake Mills,IA,50450,POINT (-93.535032 43.419668),02/01/2022
5390,PG Mini Mart,A,800 Hamilton Blvd.,Sioux City,IA,51104,POINT (-96.417377 42.504387),02/01/2022
6090,Circle K #22654125 / Perry,A,1219 1st Ave,Perry,IA,50220,POINT (-94.106581 41.840342),02/01/2022
5061,Casey's General Store #3382 / Cedar,A,"560, 33rd Ave SW",Cedar Rapids,IA,52404,POINT (-91.675611 41.943129),02/01/2022
3655,M and M Liquor Store,I,2763 FLOYD BLVD,Sioux City,IA,51104,POINT (-96.380852 42.518796),02/01/2022
3494,Sam's Club 6514 / Waterloo,A,210 East Tower Park Dr,Waterloo,IA,50702,POINT (-92.352359 42.456358),02/01/2022
4901,Fareway Stores #137 / Polk City,A,1101 S 5th St,Polk City,IA,50226,POINT (-93.719324 41.763823),02/01/2022
4602,Cheap Smokes / Beer City,A,58231 190th St,Pacific Junction,IA,51561,POINT (-95.822983 41.041739),02/01/2022
3766,Kolby's Liquor Store,I,419 W MILWAUKEE,New Hampton,IA,50659,POINT (-92.32302900000002 43.066752),02/01/2022
5380,Transit General Store,A,2324 Transit Plaza,Sioux City,IA,51106,POINT (-96.378682 42.476368),02/01/2022
4968,Casey's General Store #3042 / Brooklyn,A,"106, W 2nd St",Brooklyn,IA,52211,POINT (-92.445853 41.7301),02/01/2022
2465,Sid's Beverage Shop,A,2727 Dodge St,Dubuque,IA,52003,POINT (-90.705422 42.491872),02/01/2022
5487,Independence Liquor & Food,I,1761 Independence Ave,Waterloo,IA,50707,POINT (-92.302514 42.498404),02/01/2022
5946,Tobacco Outlet Plus #530 / Ames,A,204 S Duff Ave,Ames,IA,50010,POINT (-93.610357 42.021383),02/01/2022
2507,Hy-Vee Food Store #1 / Burlington,A,939 Angular,Burlington,IA,52601,POINT (-91.110752 40.801889),02/01/2022
5016,Sierra Foods,I,3326 Center Point Rd NE,Cedar Rapids,IA,52402,POINT (-91.663863 42.011824),02/01/2022
4265,Kwik Stop 3 / Waterloo,A,1104 Washington St,Waterloo,IA,50702,POINT (-92.336965 42.489106),02/01/2022
5960,Casey's General Store #1938 / Altoona,A,3348 8th St SW,Altoona,IA,50009,POINT (-93.502758 41.644021),02/01/2022
2671,Hy-Vee  /  Jefferson,A,"106, W Washington St",Jefferson,IA,50129,POINT (-94.375508 42.017267),02/01/2022
5311,The Liquor Store,I,132 N. Main,Paullina,IA,51046,POINT (-95.687686 42.979946),02/01/2022
5562,Casey's General Store #2553 / Redfield,A,425 2nd St,Redfield,IA,50233,POINT (-94.196222 41.584046),02/01/2022
4549,Casey's General Store #2913 / Colo,A,702 Us Hwy 65,Colo,IA,50056,POINT (-93.309394 42.014877),02/01/2022
4195,Fareway Stores #792 / Toledo,A,1005 S County Line Rd,Toledo,IA,52342,POINT (-92.581697 41.984302),02/01/2022
5477,Casey's General Store #3293 / Marquette,A,103 1st St,Marquette,IA,52158,POINT (-91.766633 43.148082),02/01/2022
3866,Target Store T-1170 / Ames,A,320 S Duff,Ames,IA,50010,POINT (-93.610374 42.019033),02/01/2022
5296,Yesway Store # 10021/ Webster City,A,1102 2nd St,Webster City,IA,50595,POINT (-93.831461 42.469524),02/01/2022
3648,Fairbank Food Center,I,102  4th St North Box 434,Fairbank,IA,50629,POINT (-92.047352 42.639631),02/01/2022
2556,Hy-Vee Wine and Spirits / Estherville,A,1033 Central Avenue,Estherville,IA,51334,POINT (-94.829962 43.402096),02/01/2022
3928,Smokin' Joe's #12 Tobacco and Liquor Outlet,A,465 Hwy 965 Unit G,North Liberty,IA,52317,POINT (-91.60759 41.7392),02/01/2022
2703,Hy-Vee Fast and Fresh / Clive,A,11925 University Ave,Clive,IA,50325,POINT (-93.78197600000001 41.600514),02/01/2022
3889,Wal-Mart 1005 / Waverly,A,700  29 St SW,Waverly,IA,50677,POINT (-92.478899 42.70032100000001),02/01/2022
4406,Kum & Go #4020 / Ankeny,A,1910 SW White Birch Circle,Ankeny,IA,50023,POINT (-93.62692100000001 41.701906),02/01/2022
4311,Fareway Stores #508 / Fort Dodge,A,1231  1st Ave S,Fort Dodge,IA,50501,POINT (-94.181544 42.505129),02/01/2022
3943,Good and Quick Co,A,519 Lincolnway,Nevada,IA,50201,POINT (-93.453317 42.02271),02/01/2022
5634,The Snack Shack,I,4335 Texas St,Waterloo,IA,50702,POINT (-92.30699900000002 42.453063),02/01/2022
3576,Liquor Store / Hartley,I,10  3rd St NW,Hartley,IA,51346,POINT (-95.477367 43.184821),02/01/2022
4515,Casey's General Store #1588 / Dows,A,2721 Dows Williams Rd,Dows,IA,50071,POINT (-93.508976 42.655628),02/01/2022
2367,Spencer's Grocery,I,101 South Burnett,Shenandoah,IA,51601,POINT (-95.381935 40.765934),02/01/2022
5430,Hiway 20 Liquor & Tobacco,I,1345 2nd Street South,Webster City,IA,50595,POINT (-93.837409 42.469587),02/01/2022
5963,Casey's General Store #1798 / Forest City,A,106 Hwy 69 S,Forest City,IA,50436,POINT (-93.63303 43.263043),02/01/2022
5180,Oelwein Mart,I,"801, E  Charles  St",Oelwein,IA,50662,POINT (-91.902413 42.678786),02/01/2022
2644,Hy-Vee Fort Dodge Wine and Spirits,A,1511 2nd Ave North,Fort Dodge,IA,50501,POINT (-94.177192 42.508343),02/01/2022
5844,Casey's General Store #3826 - Adel,A,1738 Nile Kinnick S.,Adel,IA,50003,POINT (-94.01337300000002 41.602331),02/01/2022
2676,Hy-Vee Gas / Indianola,A,912 N Jefferson Way,Indianola,IA,50125,POINT (-93.558417 41.36897),02/01/2022
4544,Casey's General Store #1898 / Osceola,A,114 N Main St,Osceola,IA,50213,POINT (-93.765678 41.035778),02/01/2022
5945,Casey's General Store #3899 / Cedar Rapids,A,235 Edgewood Rd NW,Cedar Rapids,IA,52405,POINT (-91.715931 41.974234),02/01/2022
6229,Beer Thirty Storm Lake / Storm Lake,A,208 E Milwaukee,Storm Lake,IA,50588,POINT (-95.19941700000001 42.647498),02/01/2022
4447,QUIK TRIP #567 / URBANDALE,I,9915 Douglas Ave,Urbandale,IA,50322,POINT (-93.755543 41.629451),02/01/2022
9949,TYCOGA Vineyard & Winery,I,2585 195th St,DeWitt,IA,52742,POINT (-90.588386 41.89179),02/01/2022
6209,Hy-Vee / Grimes,A,351 Northeast Gateway Drive,Grimes,IA,50111,POINT (-93.779961 41.68625),02/01/2022
2500,Hy-Vee Food Store #1 / Ames,A,3800 W Lincoln Way,Ames,IA,50010,POINT (-93.66989900000002 42.022832),02/01/2022
5043,West Side Liquor / Waterloo,I,919 W 5th St,Waterloo,IA,50702,POINT (-92.346356 42.488567),02/01/2022
5827,Casey's General Store #2636 / Keokuk,A,3530 Main St,Keokuk,IA,52632,POINT (-91.410366 40.422712),02/01/2022
5694,Flashmart #104,I,1704 S. Story Street,Boone,IA,50036,POINT (-93.879597 42.037102),02/01/2022
5370,Pit Lane Convenience Stores,I,300 East St,Arlington,IA,50606,POINT (-91.666012 42.745695),02/01/2022
2587,Hy-Vee Food Store / Johnston,A,5750 Merle Hay Road,Johnston,IA,50131,POINT (-93.697731 41.665172),02/01/2022
5232,Casey's General Store #27  /  Audubo,A,400 Market St,Audubon,IA,50025,POINT (-94.934089 41.720076),02/01/2022
4664,Casey's General Store #24 / Boone,A,1127 Story,Boone,IA,50036,POINT (-93.88006800000001 42.067645),02/01/2022
4024,Wal-Mart 1546 / Iowa Falls,A,840 S Oak,Iowa Falls,IA,50126,POINT (-93.262439 42.502655),02/01/2022
6264,MLK Liquor LLC / Des Moines,A,3424 Martin Luther King Junior Parkway,Des Moines,IA,50310,,02/01/2022
9010,Broadbent Distillery,I,6175 50th Ave,Norwalk,IA,50211,POINT (-93.712272 41.436457),02/01/2022
5750,Casey's General Store #2920 / Ankeny,A,1010 SE National Dr,Ankeny,IA,50021,POINT (-93.582179 41.70486400000001),02/01/2022
2851,CVS / Pharmacy #10282 / Fort Dodge,A,2029 5th Ave South,Fort Dodge,IA,50501,POINT (-94.170324 42.501169),02/01/2022
4584,J & C Grocery / Dumont,A,611 Main St,Dumont,IA,50602,POINT (-92.973022 42.750551),02/01/2022
4202,Fareway Stores #829 / Sioux City,A,4267 Sergeant Rd,Sioux City,IA,51106,POINT (-96.354307 42.449933),02/01/2022
4083,Fareway Stores #909 / Ankeny,A,109 SE Oralabor Rd,Ankeny,IA,50021,POINT (-93.599691 41.70281),02/01/2022
4790,Mediapolis Fast Break,A,"109, Wapello St",Mediapolis,IA,52405,POINT (-91.170025 41.007416),02/01/2022
3447,Sam's Club 6432 / Sioux City,A,4201 S. York St.,Sioux City,IA,51106,POINT (-96.37082 42.43407),02/01/2022
5647,Yesway #1169 / Storm Lake,A,1101 Lake Ave,Storm Lake,IA,50588,POINT (-95.200761 42.651369),02/01/2022
5412,Casey's General Store # 1029/ Tama,A,1207 State Street,Tama,IA,52339,POINT (-92.576837 41.970558),02/01/2022
2708,Hy-Vee Fast and Fresh - Windsor Heights,A,7220 Hickman Rd,Windsor Heights,IA,50324,POINT (-93.717442 41.614647),02/01/2022
3789,Wal-Mart 1393 / Oskaloosa,A,2203 A Avenue West,Oskaloosa,IA,52577,POINT (-92.669924 41.298516),02/01/2022
5175,Kwik Stop Delhi,A,"502, 3rd  St",Delhi,IA,52223,POINT (-91.330806 42.430106),02/01/2022
2551,Hy-Vee Food Store / Chariton,A,2001 West Court,Chariton,IA,50049,,02/01/2022
5731,Hometown Foods,A,1010 East Mitchell Avenue,Waterloo,IA,50702,POINT (-92.343118 42.476639),02/01/2022
4303,Mepo Foods,I,111 N Wapello,Mediapolis,IA,52637,POINT (-91.170033 41.008539),02/01/2022
6249,Hy-Vee Dollar Fresh / Monticello,I,122 North Main Street,Monticello,IA,52310,POINT (-91.18387100000001 42.23874800000001),02/01/2022
9041,S&B Farms Distillery,I,212 E Ramsey St.,Bancroft,IA,50517,POINT (-94.215423 43.292947),02/01/2022
